-0.018481,-0.035615,-0.22812,-0.13965,0.22526,0.28169,-0.013418,-0.075328,-0.27865,-0.31414,-0.12019,0.017888,-0.084365,0.30838,0.36259,-0.14932,-0.05875,0.2824,-0.0030298,-0.19769,0.029437,-0.3259,-0.34696,0.23338,0.085127,-0.027369,-0.28496,0.036233,-0.15993,-0.0076701,0.061957,0.14287,0.1385,0.2783,-0.32642,0.090282,-0.12357,-0.13531,0.41091,-0.14338,0.064958,-0.17722,0.0759,0.24139,0.082156,0.11907,0.13426,0.33191,0.16556,-0.38992,-0.11123,0.20356,0.36394,-0.28546,0.1006,-0.051266,0.10013,0.33635,-0.218,0.0017995
0.075642,-0.15623,-0.26404,0.33054,-0.099948,-0.32334,-0.32956,-0.25076,0.1839,-0.14978,-0.31574,-0.16616,-0.21823,0.29271,0.13396,-0.11778,-0.20274,0.22452,0.19159,-0.11564,-0.039816,0.18054,0.11017,0.17019,0.22948,0.20155,-0.099263,0.11257,0.11068,0.16532,-0.019691,-0.015466,-0.098391,0.12055,-0.25896,0.24811,-0.020332,0.022523,0.04728,0.30413,0.1328,0.043821,0.18054,-0.30034,-0.32925,0.22146,0.31819,0.2237,0.2727,-0.28889,0.075295,-0.080904,0.27406,0.18823,0.0049565,-0.1341,-0.22203,0.044382,0.1732,-0.18411
0.39764,-0.10319,-0.12565,0.24864,0.24252,-0.080427,-0.26493,0.043171,0.28089,0.19354,0.090576,0.20208,-0.083084,0.14996,0.23418,0.044648,-0.11644,-0.24664,0.10301,-0.22267,0.29004,0.20223,0.16586,0.10801,-0.22739,-0.025367,-0.3497,0.18255,-0.030176,0.042996,-0.16554,0.30795,-0.38303,0.25108,0.29574,-0.25312,-0.089259,-0.085734,-0.14567,-0.096,0.1959,-0.17309,-0.3279,0.26449,0.19999,0.197,-0.40302,-0.062622,0.25859,0.32267,-0.18879,-0.14964,0.28656,0.047353,-0.070995,-0.40351,0.18797,-0.16302,0.22228,-0.20442
0.076976,-0.09454,-0.19139,-0.24771,-0.096989,-0.28166,0.18663,-0.042813,-0.090899,-0.30017,0.19412,-0.1136,-0.17286,0.18491,0.15267,0.28162,-0.1983,0.19295,-0.21396,0.1553,0.14008,-0.0033418,-0.17933,0.30197,0.27013,-0.062349,0.31915,-0.14628,0.18308,-0.05455,-0.31453,0.34014,-0.22989,-0.23138,0.27537,-0.1723,0.065484,0.30103,-0.0074445,2.2778e-06,-0.14579,-0.23112,0.16096,0.1935,-0.18341,0.24977,-0.19307,-0.17559,0.34476,-0.21892,0.041193,-0.0055241,-0.075424,0.075742,0.33974,0.067608,-0.11693,-0.38931,0.050346,-0.36919
0.12748,0.32012,-0.16629,-0.149,-0.078444,0.051541,-0.1131,-0.15923,-0.13279,0.3131,-0.062944,0.2537,-0.0095747,-0.075661,-0.21225,-0.17784,-0.15777,-0.14361,0.30604,0.12233,0.15927,0.079494,0.23363,0.36377,-0.35719,-0.078377,0.18405,-0.32041,0.2254,0.068667,-0.022866,-0.21042,-0.21506,0.18519,0.059845,0.031045,-0.11209,-0.036682,-0.23942,0.19012,-0.017333,0.31827,-0.28449,0.044704,0.36983,-0.0364,0.18597,-0.18797,0.24082,0.2504,-0.044814,0.13463,-0.33869,0.10295,-0.091461,-0.14337,-0.36258,0.013724,-0.1392,0.19957
0.10877,0.059314,-0.32223,-0.38991,0.16744,-0.28123,-0.086128,0.22328,0.21423,-0.21078,-0.27854,-0.022737,0.044039,0.015951,-0.061295,-0.19057,0.013999,0.10834,-0.13385,0.28456,-0.16992,-0.11785,-0.13519,0.18286,0.078569,0.27337,0.15686,-0.078891,-0.35711,-0.22503,0.16826,0.29601,0.099159,0.37872,0.12743,0.088454,0.052195,0.17231,-0.24044,-0.090986,-0.065374,-0.199,0.12388,-0.095915,-0.25677,-0.16079,-0.21347,-0.15586,-0.13581,0.31405,-0.23034,-0.20302,0.079461,-0.12631,0.29523,-0.16245,0.23665,0.19853,-0.022024,0.303
-0.1703,-0.016052,-0.055106,0.17432,0.19251,-0.15127,0.21563,0.24491,-0.21873,0.12672,-0.051154,-0.2255,-0.15241,-0.17271,0.0062571,-0.010143,0.043025,0.35106,-0.26927,0.24092,-0.014799,0.18303,0.17473,0.068008,-0.42128,0.1802,-0.31149,0.18505,-0.022477,0.23565,0.23902,0.24801,0.051994,0.33381,0.20497,0.26186,0.024034,0.018755,-0.18976,0.065257,0.022631,-0.02985,0.19143,0.18361,-0.35827,0.31568,0.07087,-0.33322,0.042678,-0.0064596,0.15147,-0.34642,0.030129,-0.29204,-0.061966,-0.20797,0.31386,0.042739,0.13815,0.26417
0.2397,0.028919,-0.13041,-0.24107,-0.31019,0.25424,-0.062522,0.1809,0.29256,-0.0022514,0.12395,0.14767,-0.185,-0.26049,0.04889,-0.017155,0.084229,-0.18065,-0.30019,0.0002153,-0.23973,-0.078124,0.28696,-0.26474,-0.2037,-0.28418,0.16828,-0.20256,-0.31688,0.071032,-0.044976,-0.22469,0.11101,0.2656,0.25945,0.12341,-0.24361,-0.12449,-0.099537,0.23861,0.29078,0.2522,0.14826,0.050496,-0.15798,0.26354,0.11813,0.15387,0.034116,-0.27486,0.083876,-0.20772,0.22817,-0.28343,0.23432,0.026584,0.27793,0.21736,-0.097119,-0.047539
-0.06276,0.0035092,-0.32498,-0.056861,0.24323,0.23703,0.039866,0.20572,-0.076944,-0.29595,0.20485,-0.19037,-0.324,-0.082623,-0.26692,0.22289,-0.016099,-0.33718,-0.31633,0.081986,-0.14615,0.20446,0.072066,0.10497,0.10148,0.14267,0.13867,0.22284,-0.11482,-0.02628,0.19101,0.063315,-0.030492,0.32275,-0.064021,0.30051,0.031509,0.16375,-0.12501,0.23762,0.32867,0.29135,-0.14284,0.11239,-0.13415,0.21231,0.1102,0.06753,-0.14205,-0.20384,-0.1022,-0.32281,0.20603,0.062362,0.22974,-0.22144,-0.3181,0.28327,-0.10579,-0.28297
-0.094419,-0.52169,-0.29199,-0.28014,0.10665,0.18501,-0.08623,-0.10379,0.059557,-0.10772,-0.043183,-0.037982,0.41442,-0.26295,-0.20087,0.24428,0.029521,0.054534,0.099297,-0.26452,-0.38806,-0.20417,-0.14092,-0.1941,0.22965,0.2202,0.25487,0.19795,0.20531,0.19602,-0.094259,-0.28114,-0.12374,-0.261,-0.26051,-0.42858,0.0059725,-0.020892,0.25373,-0.11481,-0.12719,0.1938,-0.015821,0.19807,0.12845,0.13923,0.24359,-0.12382,0.19514,-0.27386,-0.36128,0.080866,-0.11342,-0.019163,-0.24555,0.1729,-0.10679,-0.20569,0.14194,-0.20561
